timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-07T14:12:48,codecarbon,d272687f-5ac2-4a84-ac6e-7ca4ddda4690,72.28992891311646,0.00014054187297481063,1.94414180630506e-06,42.5,0.010896708768571147,5.942914009094238,0.0008533992328577572,3.0277802e-08,0.0001122219069807058,0.0009656514176404629,Finland,FIN,,,,Windows-10-10.0.19041-SP0,3.9.2,2.3.2,8,Intel(R) Core(TM) i5-9300H CPU @ 2.40GHz,1,1 x GeForce GTX 1650 with Max-Q Design,,,15.847770690917969,machine,N,1.0
