,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
0,2024-01-15T02:54:44,codecarbon,8cb722a0-307a-4d20-9b97-f7305af9971a,29.194555163383484,6.146406377670579e-05,2.104861575097947e-06,42.5,3.63400254477202,5.942914009094238,0.000344625756517041,2.957634310549965e-05,4.811232570590012e-05,0.0004223144253284114,Finland,FIN,,,,Windows-10-10.0.19041-SP0,3.9.2,2.3.2,8.0,Intel(R) Core(TM) i5-9300H CPU @ 2.40GHz,1.0,1 x GeForce GTX 1650 with Max-Q Design,,,15.847770690917969,machine,N,1.0
