timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-15T02:57:55,codecarbon,71493746-408a-4e8e-a253-3c6a010f31a4,5.584810733795166,1.1753387825781822e-05,2.1045275097075297e-06,42.5,3.647196992282579,5.942914009094238,6.592010408639909e-05,5.655004523999474e-06,9.181433022418447e-06,8.075654163281702e-05,Finland,FIN,,,,Windows-10-10.0.19041-SP0,3.9.2,2.3.2,8,Intel(R) Core(TM) i5-9300H CPU @ 2.40GHz,1,1 x GeForce GTX 1650 with Max-Q Design,,,15.847770690917969,machine,N,1.0
