timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-15T02:57:20,codecarbon,d306882e-cde2-4f5b-b289-db2392722403,5.545439958572388,1.1667870878041326e-05,2.1040478240152275e-06,42.5,3.648119638886158,5.942914009094238,6.54433872964647e-05,5.615560048001511e-06,9.110014515362461e-06,8.016896185982868e-05,Finland,FIN,,,,Windows-10-10.0.19041-SP0,3.9.2,2.3.2,8,Intel(R) Core(TM) i5-9300H CPU @ 2.40GHz,1,1 x GeForce GTX 1650 with Max-Q Design,,,15.847770690917969,machine,N,1.0
