timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-15T03:00:16,codecarbon,367e77a0-94e8-4ae2-9b34-5c4ea1a76b24,52.746450424194336,0.00011105026704958712,2.105360003497967e-06,42.5,3.6565901890574195,5.942914009094238,0.0006226544499397279,5.344170941999973e-05,8.692090833657193e-05,0.0007630170676962995,Finland,FIN,,,,Windows-10-10.0.19041-SP0,3.9.2,2.3.2,8,Intel(R) Core(TM) i5-9300H CPU @ 2.40GHz,1,1 x GeForce GTX 1650 with Max-Q Design,,,15.847770690917969,machine,N,1.0
